323,33,Hưng Yên,Thành Phố,"20 39 38N, 106 03 08E"
325,33,Văn Lâm,Huyện,"20 58 31N, 106 02 51E"
326,33,Văn Giang,Huyện,"20 55 51N, 105 57 14E"
327,33,Yên Mỹ,Huyện,"20 53 45N, 106 01 21E"
328,33,Mỹ Hào,Huyện,"20 55 35N, 106 05 34E"
329,33,Ân Thi,Huyện,"20 48 49N, 106 05 30E"
330,33,Khoái Châu,Huyện,"20 49 53N, 105 58 28E"
331,33,Kim Động,Huyện,"20 44 47N, 106 01 47E"
332,33,Tiên Lữ,Huyện,"20 40 05N, 106 07 59E"
333,33,Phù Cừ,Huyện,"20 42 51N, 106 11 30E"
336,34,Thái Bình,Thành Phố,"20 26 45N, 106 19 56E"
338,34,Quỳnh Phụ,Huyện,"20 38 57N, 106 21 16E"
339,34,Hưng Hà,Huyện,"20 35 38N, 106 12 42E"
340,34,Đông Hưng,Huyện,"20 32 50N, 106 20 15E"
341,34,Thái Thụy,Huyện,"20 32 33N, 106 32 32E"
342,34,Tiền Hải,Huyện,"20 21 05N, 106 32 45E"
343,34,Kiến Xương,Huyện,"20 23 52N, 106 25 22E"
344,34,Vũ Thư,Huyện,"20 25 29N, 106 16 43E"
347,35,Phủ Lý,Thành Phố,"20 32 19N, 105 54 55E"
349,35,Duy Tiên,Huyện,"20 37 33N, 105 58 01E"
350,35,Kim Bảng,Huyện,"20 34 19N, 105 50 41E"
351,35,Thanh Liêm,Huyện,"20 27 31N, 105 55 09E"
352,35,Bình Lục,Huyện,"20 29 23N, 106 02 52E"
353,35,Lý Nhân,Huyện,"20 32 55N, 106 04 48E"
356,36,Nam Định,Thành Phố,"20 25 07N, 106 09 54E"
358,36,Mỹ Lộc,Huyện,"20 27 21N, 106 07 56E"
359,36,Vụ Bản,Huyện,"20 22 57N, 106 05 35E"
360,36,Ý Yên,Huyện,"20 19 48N, 106 01 55E"
361,36,Nghĩa Hưng,Huyện,"20 05 37N, 106 08 59E"
362,36,Nam Trực,Huyện,"20 20 08N, 106 12 54E"
363,36,Trực Ninh,Huyện,"20 14 42N, 106 12 45E"
364,36,Xuân Trường,Huyện,"20 17 53N, 106 21 43E"
365,36,Giao Thủy,Huyện,"20 14 45N, 106 28 39E"
366,36,Hải Hậu,Huyện,"20 06 26N, 106 16 29E"
369,37,Ninh Bình,Thành Phố,"20 14 45N, 105 58 24E"
370,37,Tam Điệp,Thị Xã,"20 09 42N, 103 52 43E"
372,37,Nho Quan,Huyện,"20 18 46N, 105 42 48E"
373,37,Gia Viễn,Huyện,"20 19 50N, 105 52 20E"
374,37,Hoa Lư,Huyện,"20 15 04N, 105 55 52E"
375,37,Yên Khánh,Huyện,"20 11 26N, 106 04 33E"
376,37,Kim Sơn,Huyện,"20 02 07N, 106 05 27E"
377,37,Yên Mô,Huyện,"20 07 45N, 105 59 45E"
380,38,Thanh Hóa,Thành Phố,"19 48 26N, 105 47 37E"
381,38,Bỉm Sơn,Thị Xã,"20 05 21N, 105 51 48E"
382,38,Sầm Sơn,Thị Xã,"19 45 11N, 105 54 03E"
384,38,Mường Lát,Huyện,"20 30 42N, 104 37 27E"
385,38,Quan Hóa,Huyện,"20 29 15N, 104 56 35E"
386,38,Bá Thước,Huyện,"20 22 48N, 105 14 50E"
387,38,Quan Sơn,Huyện,"20 15 17N, 104 51 58E"
388,38,Lang Chánh,Huyện,"20 08 58N, 105 07 40E"
389,38,Ngọc Lặc,Huyện,"20 04 08N, 105 22 39E"
390,38,Cẩm Thủy,Huyện,"20 12 20N, 105 27 22E"
391,38,Thạch Thành,Huyện,"21 12 41N, 105 36 38E"
392,38,Hà Trung,Huyện,"20 03 20N, 105 51 20E"
393,38,Vĩnh Lộc,Huyện,"20 02 29N, 105 39 28E"
394,38,Yên Định,Huyện,"20 00 31N, 105 37 44E"
395,38,Thọ Xuân,Huyện,"19 55 39N, 105 29 14E"
396,38,Thường Xuân,Huyện,"19 54 55N, 105 10 46E"
397,38,Triệu Sơn,Huyện,"19 48 11N, 105 34 03E"
398,38,Thiệu Hoá,Huyện,"19 53 56N, 105 40 57E"
399,38,Hoằng Hóa,Huyện,"19 51 59N, 105 51 34E"
400,38,Hậu Lộc,Huyện,"19 56 02N, 105 53 19E"
401,38,Nga Sơn,Huyện,"20 00 16N, 105 59 26E"
